seq,sub_seq,conference,year,Long / Short /Stud,author,title & author,section,src,# of sentence,,
706,,,,,"Hongge Chen, Huan Zhang, Duane Boning, Cho-Jui Hsieh",Robust Decision Trees Against Adversarial Examples,abstract,https://arxiv.org/abs/1902.10660v2,,,
707,,,,,"Shiqi Wang, Kexin Pei, Justin Whitehouse, Junfeng Yang, Suman Jana",Efficient Formal Safety Analysis of Neural Networks,abstract,https://arxiv.org/abs/1809.08098v3,,,
708,,,,,"Aamir Mustafa, Salman Khan, Munawar Hayat, Roland Goecke, Jianbing Shen, Ling Shao",Adversarial Defense by Restricting the Hidden Space of Deep Neural Networks,abstract,https://arxiv.org/abs/1904.00887v4,,,
709,,,,,"Chris Finlay, Adam M Oberman",Scaleable input gradient regularization for adversarial robustness,abstract,https://arxiv.org/abs/1905.11468v2,,,
710,,,,,"Yao-Yuan Yang, Cyrus Rashtchian, Yizhen Wang, Kamalika Chaudhuri","Adversarial Examples for Non-Parametric Methods: Attacks, Defenses and Large Sample Limits",abstract,https://arxiv.org/abs/1906.03310v1,,,
711,,,,,"Zhendong Zhang, Cheolkon Jung, Xiaolong Liang",Adversarial Defense by Suppressing High-frequency Components,abstract,https://arxiv.org/abs/1908.06566v3,,,
712,,,,,"Liwei Song, Reza Shokri, Prateek Mittal",Privacy Risks of Securing Machine Learning Models against Adversarial Examples,abstract,https://arxiv.org/abs/1905.10291v3,,,
713,,,,,"Min Wu, Matthew Wicker, Wenjie Ruan, Xiaowei Huang, Marta Kwiatkowska",A Game-Based Approximate Verification of Deep Neural Networks with Provable Guarantees,abstract,https://arxiv.org/abs/1807.03571v2,,,
714,,,,,"Bao Wang, Binjie Yuan, Zuoqiang Shi, Stanley J. Osher",ResNets Ensemble via the Feynman-Kac Formalism to Improve Natural and Robust Accuracies,abstract,https://arxiv.org/abs/1811.10745v2,,,
715,,,,,"Yi Luo, Henry Pfister",Adversarial Defense of Image Classification Using a Variational Auto-Encoder,abstract,https://arxiv.org/abs/1812.02891v1,,,
716,,,,,"Lasse Espeholt, Raphaël Marinier, Piotr Stanczyk, Ke Wang, Marcin Michalski",SEED RL: Scalable and Efficient Deep-RL with Accelerated Central Inference,abstract,https://arxiv.org/abs/1910.06591v1,,,
717,,,,,"Yichao Zhou, Haozhi Qi, Jingwei Huang, Yi Ma",NeurVPS: Neural Vanishing Point Scanning via Conic Convolution,abstract,https://arxiv.org/abs/1910.06316v1,,,
718,,,,,"Edgar Kaziakhmedov, Klim Kireev, Grigorii Melnikov, Mikhail Pautov, Aleksandr Petiushko",Real-world attack on MTCNN face detection system,abstract,https://arxiv.org/abs/1910.06261v1,,,
719,,,,,"Yanwei Pang, Jin Xie, Muhammad Haris Khan, Rao Muhammad Anwer, Fahad Shahbaz Khan, Ling Shao",Mask-Guided Attention Network for Occluded Pedestrian Detection,abstract,https://arxiv.org/abs/1910.06160v2,,,
720,,,,,"James McCouat, Ben Glocker",Vertebrae Detection and Localization in CT with Two-Stage CNNs and Dense Annotations,abstract,https://arxiv.org/abs/1910.05911v1,,,
721,,,,,"Kefan Dong, Yuping Luo, Tengyu Ma",Bootstrapping the Expressivity with Model-based Planning,abstract,https://arxiv.org/abs/1910.05927v1,,,
722,,,,,"Qianqian Xu, Xinwei Sun, Zhiyong Yang, Xiaochun Cao, Qingming Huang, Yuan Yao",iSplit LBI: Individualized Partial Ranking with Ties via Split LBI,abstract,https://arxiv.org/abs/1910.05905v1,,,
723,,,,,"Wen Zhang, Dongrui Wu",Manifold Embedded Knowledge Transfer for Brain-Computer Interfaces,abstract,https://arxiv.org/abs/1910.05878v1,,,
724,,,,,"Yannis Assael, Thea Sommerschield, Jonathan Prag",Restoring ancient text using deep learning: a case study on Greek epigraphy,abstract,https://arxiv.org/abs/1910.06262v1,,,
725,,,,,Sourav Dutta,Mapping Supervised Bilingual Word Embeddings from English to low-resource languages,abstract,https://arxiv.org/abs/1910.06411v1,,,
726,,,,,"Lukas Lange, Michael A. Hedderich, Dietrich Klakow",Feature-Dependent Confusion Matrices for Low-Resource NER Labeling with Noisy Labels,abstract,https://arxiv.org/abs/1910.06061v1,,,
727,,,,,"Felipe González, Yihan Yu, Andrea Figueroa, Claudia López, Cecilia Aragon",Global Reactions to the Cambridge Analytica Scandal: An Inter-Language Social Media Study,abstract,https://arxiv.org/abs/1910.06213v1,,,
728,,,,,"Lijun Sun, Xinyu Chen",Bayesian Temporal Factorization for Multidimensional Time Series Prediction,abstract,https://arxiv.org/abs/1910.06366v1,,,
729,,,,,"Adam D. Cobb, Atılım Güneş Baydin, Andrew Markham, Stephen J. Roberts",Introducing an Explicit Symplectic Integration Scheme for Riemannian Manifold Hamiltonian Monte Carlo,abstract,https://arxiv.org/abs/1910.06243v1,,,
730,,,,,"Toan Q. Nguyen, Julian Salazar",Transformers without Tears: Improving the Normalization of Self-Attention,abstract,https://arxiv.org/abs/1910.05895v1,,,
731,,,,,"Yuzhe Ma, Xuezhou Zhang, Wen Sun, Xiaojin Zhu",Policy Poisoning in Batch Reinforcement Learning and Control,abstract,https://arxiv.org/abs/1910.05821v1,,,
732,,,,,"Micah Carroll, Rohin Shah, Mark K. Ho, Thomas L. Griffiths, Sanjit A. Seshia, Pieter Abbeel, Anca Dragan",On the Utility of Learning about Humans for Human-AI Coordination,abstract,https://arxiv.org/abs/1910.05789v1,,,
733,,,,,"Jerry Wei, Arief Suriawinata, Louis Vaickus, Bing Ren, Xiaoying Liu, Jason Wei, Saeed Hassanpour",Generative Image Translation for Data Augmentation in Colorectal Histopathology Images,abstract,https://arxiv.org/abs/1910.05827v1,,,
734,,,,,"Ching-Yao Chuang, Antonio Torralba, Stefanie Jegelka",The Role of Embedding Complexity in Domain-invariant Representations,abstract,https://arxiv.org/abs/1910.05804v1,,,
735,,,,,"Sharif Amit Kamran, Sourajit Saha, Ali Shihab Sabbir, Alireza Tavakkoli",Optic-Net: A Novel Convolutional Neural Network for Diagnosis of Retinal Diseases from Optical Tomography Images,abstract,https://arxiv.org/abs/1910.05672v1,,,
736,,,,,"Seungmin Lee, Dongwan Kim, Namil Kim, Seong-Gyun Jeong",Drop to Adapt: Learning Discriminative Features for Unsupervised Domain Adaptation,abstract,https://arxiv.org/abs/1910.05562v1,,,
737,,,,,Chao Qian,Multi-objective Evolutionary Algorithms are Still Good: Maximizing Monotone Approximately Submodular Minus Modular Functions,abstract,https://arxiv.org/abs/1910.05492v1,,,
738,,,,,"Mika Hämäläinen, Simon Hengchen",From the Paft to the Fiiture: a Fully Automatic NMT and Word Embeddings Method for OCR Post-Correction,abstract,https://arxiv.org/abs/1910.05535v1,,,
739,,,,,"Massimiliano Patacchiola, Jack Turner, Elliot J. Crowley, Amos Storkey",Deep Kernel Transfer in Gaussian Processes for Few-shot Learning,abstract,https://arxiv.org/abs/1910.05199v1,,,
740,,,,,"Kohei Yoshikawa, Shuichi Kawano",Sparse Reduced-Rank Regression for Simultaneous Rank and Variable Selection via Manifold Optimization,abstract,https://arxiv.org/abs/1910.05083v1,,,
741,,,,,"Ondřej Dušek, Filip Jurčíček",Neural Generation for Czech: Data and Baselines,abstract,https://arxiv.org/abs/1910.05298v1,,,
742,,,,,"Nicholas Andrews, Marcus Bishop",Learning Invariant Representations of Social Media Users,abstract,https://arxiv.org/abs/1910.04979v1,,,
743,,,,,"Shuai Li, Wanqing Li, Chris Cook, Yanbo Gao, Ce Zhu",Deep Independently Recurrent Neural Network (IndRNN),abstract,https://arxiv.org/abs/1910.06251v1,,,
744,,,,,"Soumyabrata Dev, Florian M. Savoy, Yee Hui Lee, Stefan Winkler",Estimating Solar Irradiance Using Sky Imagers,abstract,https://arxiv.org/abs/1910.04981v1,,,
745,,,,,"Chris Norval, Tristan Henderson",Automating dynamic consent decisions for the processing of social media data in health research,abstract,https://arxiv.org/abs/1910.05265v1,,,
746,,,,,"Mengjia Yan, Mengao Zhao, Zining Xu, Qian Zhang, Guoli Wang, Zhizhong Su",VarGFaceNet: An Efficient Variable Group Convolutional Neural Network for Lightweight Face Recognition,abstract,https://arxiv.org/abs/1910.04985v1,,,
747,,,,,"Manuel Wiesenfarth, Annika Reinke, Bennett A. Landman, Manuel Jorge Cardoso, Lena Maier-Hein, Annette Kopp-Schneider",Methods and open-source toolkit for analyzing and visualizing challenge results,abstract,https://arxiv.org/abs/1910.05121v1,,,
748,,,,,"Devamanyu Hazarika, Soujanya Poria, Roger Zimmermann, Rada Mihalcea",Emotion Recognition in Conversations with Transfer Learning from Generative Conversation Modeling,abstract,https://arxiv.org/abs/1910.04980v1,,,
749,,,,,"Wissam Siblini, Charlotte Pasqual, Axel Lavielle, Cyril Cauchois",Multilingual Question Answering from Formatted Text applied to Conversational Agents,abstract,https://arxiv.org/abs/1910.04659v1,,,
750,,,,,"Kento Nozawa, Pascal Germain, Benjamin Guedj",PAC-Bayesian Contrastive Unsupervised Representation Learning,abstract,https://arxiv.org/abs/1910.04464v1,,,
751,,,,,"Johannes Groß, Aljosa Osep, Bastian Leibe",AlignNet-3D: Fast Point Cloud Registration of Partially Observed Objects,abstract,https://arxiv.org/abs/1910.04668v1,,,
752,,,,,"Sveinn Pálsson, Stefano Cerri, Andrea Dittadi, Koen Van Leemput",Semi-Supervised Variational Autoencoder for Survival Prediction,abstract,https://arxiv.org/abs/1910.04488v1,,,
753,,,,,"Marvin Chancán, Michael Milford",From Visual Place Recognition to Navigation: Learning Sample-Efficient Control Policies across Diverse Real World Environments,abstract,https://arxiv.org/abs/1910.04335v1,,,
754,,,,,"David Wood, James Cole, Thomas Booth",NEURO-DRAM: a 3D recurrent visual attention model for interpretable neuroimaging classification,abstract,https://arxiv.org/abs/1910.04721v2,,,
755,,,,,"Tam Le, Nhat Ho, Makoto Yamada",Computationally Efficient Tree Variants of Gromov-Wasserstein,abstract,https://arxiv.org/abs/1910.04462v1,,,
756,,,,,"Samuel Sharpe, Jin Yan, Fan Wu, Iddo Drori",Visual Natural Language Query Auto-Completion for Estimating Instance Probabilities,abstract,https://arxiv.org/abs/1910.04887v1,,,
757,,,,,"Ondřej Dušek, Karin Sevegnani, Ioannis Konstas, Verena Rieser",Automatic Quality Estimation for Natural Language Generation: Ranting (Jointly Rating and Ranking),abstract,https://arxiv.org/abs/1910.04731v1,,,
758,,,,,"Zhi-Song Liu, Li-Wen Wang, Chu-Tak Li, Wan-Chi Siu, Yui-Lam Chan",Image Super-Resolution via Attention based Back Projection Networks,abstract,https://arxiv.org/abs/1910.04476v1,,,
759,,,,,"Rohit Girdhar, Deva Ramanan",CATER: A diagnostic dataset for Compositional Actions and TEmporal Reasoning,abstract,https://arxiv.org/abs/1910.04744v1,,,
760,,,,,"Yi-Wen Chen, Yi-Hsuan Tsai, Tiantian Wang, Yen-Yu Lin, Ming-Hsuan Yang",Referring Expression Object Segmentation with Caption-Aware Consistency,abstract,https://arxiv.org/abs/1910.04748v1,,,
761,,,,,"Zirui Wang, Jiateng Xie, Ruochen Xu, Yiming Yang, Graham Neubig, Jaime Carbonell",Cross-lingual Alignment vs Joint Training: A Comparative Study and A Simple Unified Framework,abstract,https://arxiv.org/abs/1910.04708v2,,,
762,,,,,"Samir Chowdhury, Tom Needham",Gromov-Wasserstein Averaging in a Riemannian Framework,abstract,https://arxiv.org/abs/1910.04308v1,,,
763,,,,,"Erdem Bıyık, Malayandi Palan, Nicholas C. Landolfi, Dylan P. Losey, Dorsa Sadigh",Asking Easy Questions: A User-Friendly Approach to Active Reward Learning,abstract,https://arxiv.org/abs/1910.04365v1,,,
764,,,,,"Rodolfo Corona, Stephan Alaniz, Zeynep Akata",Modeling Conceptual Understanding in Image Reference Games,abstract,https://arxiv.org/abs/1910.04872v1,,,
765,,,,,"Zackory Erickson, Vamsee Gangaram, Ariel Kapusta, C. Karen Liu, Charles C. Kemp",Assistive Gym: A Physics Simulation Framework for Assistive Robotics,abstract,https://arxiv.org/abs/1910.04700v1,,,
766,,,,,"Chuhang Zou, Jheng-Wei Su, Chi-Han Peng, Alex Colburn, Qi Shan, Peter Wonka, Hung-Kuo Chu, Derek Hoiem",3D Manhattan Room Layout Reconstruction from a Single 360 Image,abstract,https://arxiv.org/abs/1910.04099v1,,,
767,,,,,"Zhijie Fang, Antonio M. López",Intention Recognition of Pedestrians and Cyclists by 2D Pose Estimation,abstract,https://arxiv.org/abs/1910.03858v1,,,
768,,,,,"Viswanath Sivakumar, Tim Rocktäschel, Alexander H. Miller, Heinrich Küttler, Nantas Nardelli, Mike Rabbat, Joelle Pineau, Sebastian Riedel",MVFST-RL: An Asynchronous RL Framework for Congestion Control with Delayed Actions,abstract,https://arxiv.org/abs/1910.04054v2,,,
769,,,,,"Ivan Skorokhodov, Mikhail Burtsev",Loss Landscape Sightseeing with Multi-Point Optimization,abstract,https://arxiv.org/abs/1910.03867v2,,,
770,,,,,"Muhammad Tahir, Saeed Anwar, Ajmal Mian",Deep localization of protein structures in fluorescence microscopy images,abstract,https://arxiv.org/abs/1910.04287v1,,,
771,,,,,"Sachin Vernekar, Ashish Gaurav, Vahdat Abdelzad, Taylor Denouden, Rick Salay, Krzysztof Czarnecki",Out-of-distribution Detection in Classifiers via Generation,abstract,https://arxiv.org/abs/1910.04241v1,,,
772,,,,,"Samuel Rönnqvist, Jenna Kanerva, Tapio Salakoski, Filip Ginter",Is Multilingual BERT Fluent in Language Generation?,abstract,https://arxiv.org/abs/1910.03806v1,,,
773,,,,,"Adji B. Dieng, Francisco J. R. Ruiz, David M. Blei, Michalis K. Titsias",Prescribed Generative Adversarial Networks,abstract,https://arxiv.org/abs/1910.04302v1,,,
774,,,,,"Danila Rukhovich, Danil Galeev",MixMatch Domain Adaptaion: Prize-winning solution for both tracks of VisDA 2019 challenge,abstract,https://arxiv.org/abs/1910.03903v1,,,
775,,,,,"Yuhui Xu, Yuxi Li, Shuai Zhang, Wei Wen, Botao Wang, Wenrui Dai, Yingyong Qi, Yiran Chen, Weiyao Lin, Hongkai Xiong",Trained Rank Pruning for Efficient Deep Neural Networks,abstract,https://arxiv.org/abs/1910.04576v2,,,
776,,,,,"Chirag Agarwal, Dan Schonfeld, Anh Nguyen",Removing input features via a generative model to explain their attributions to classifier's decisions,abstract,https://arxiv.org/abs/1910.04256v1,,,
777,,,,,"Guillaume Staerman, Pavlo Mozharovskyi, Stephan Clémençon",The Area of the Convex Hull of Sampled Curves: a Robust Functional Statistical Depth Measure,abstract,https://arxiv.org/abs/1910.04085v1,,,
778,,,,,"Wojciech Michal Matkowski, Frodo Kin Sun Chan, Adams Wai Kin Kong",A Study on Wrist Identification for Forensic Investigation,abstract,https://arxiv.org/abs/1910.03213v1,,,
779,,,,,"Y.L. Chung, E. Kuzmenko, S.S. Tekiroglu, M. Guerini",CONAN -- COunter NArratives through Nichesourcing: a Multilingual Dataset of Responses to Fight Online Hate Speech,abstract,https://arxiv.org/abs/1910.03270v1,,,
780,,,,,"Rahul-Vigneswaran K, Sachin-Kumar S, Neethu Mohan, Soman KP",Dynamic Mode Decomposition based feature for Image Classification,abstract,https://arxiv.org/abs/1910.03188v1,,,
781,,,,,"Ehsan Adeli, Qingyu Zhao, Adolf Pfefferbaum, Edith V. Sullivan, Li Fei-Fei, Juan Carlos Niebles, Kilian M. Pohl",Bias-Resilient Neural Network,abstract,https://arxiv.org/abs/1910.03676v1,,,
782,,,,,"Seyed Amjad Seyedi, S.Siamak Ghodsi, Fardin Akhlaghian, Mahdi Jalili, Parham Moradi",Self-Paced Multi-Label Learning with Diversity,abstract,https://arxiv.org/abs/1910.03497v1,,,
783,,,,,"Micha Livne, Kevin Swersky, David J. Fleet\",MIM: Mutual Information Machine,abstract,https://arxiv.org/abs/1910.03175v2,,,
784,,,,,"Matthias Schultheis, Boris Belousov, Hany Abdulsamad, Jan Peters",Receding Horizon Curiosity,abstract,https://arxiv.org/abs/1910.03620v1,,,
785,,,,,"Kundan Kumar, Rithesh Kumar, Thibault de Boissiere, Lucas Gestin, Wei Zhen Teoh, Jose Sotelo, Alexandre de Brebisson, Yoshua Bengio, Aaron Courville",MelGAN: Generative Adversarial Networks for Conditional Waveform Synthesis,abstract,https://arxiv.org/abs/1910.06711v1,,,
786,,,,,"Denis Mazur, Vage Egiazarian, Stanislav Morozov, Artem Babenko",Beyond Vector Spaces: Compact Data Representation as Differentiable Weighted Graphs,abstract,https://arxiv.org/abs/1910.03524v4,,,
787,,,,,"Alan Wu, AJ Piergiovanni, Michael S. Ryoo",Model-based Behavioral Cloning with Future Image Similarity Learning,abstract,https://arxiv.org/abs/1910.03157v1,,,
788,,,,,"Lu Lu, Pengzhan Jin, George Em Karniadakis",DeepONet: Learning nonlinear operators for identifying differential equations based on the universal approximation theorem of operators,abstract,https://arxiv.org/abs/1910.03193v1,,,
789,,,,,"Ali Dabouei, Sobhan Soleymani, Fariborz Taherkhani, Jeremy Dawson, Nasser M. Nasrabadi",SmoothFool: An Efficient Framework for Computing Smooth Adversarial Perturbations,abstract,https://arxiv.org/abs/1910.03624v1,,,
790,,,,,"Prerna Kashyap, Samrat Phatale, Iddo Drori",Prose for a Painting,abstract,https://arxiv.org/abs/1910.03634v1,,,
791,,,,,"Memoona Tahira, Sobas Mehboob, Anis U. Rahman, Omar Arif",CrowdFix: An Eyetracking Dataset of Real Life Crowd Videos,abstract,https://arxiv.org/abs/1910.02618v2,,,
792,,,,,"Steve Heim, Alexander von Rohr, Sebastian Trimpe, Alexander Badri-Spröwitz",A Learnable Safety Measure,abstract,https://arxiv.org/abs/1910.02835v1,,,
793,,,,,"Yuening Li, Daochen Zha, Na Zou, Xia Hu",PyODDS: An End-to-End Outlier Detection System,abstract,https://arxiv.org/abs/1910.02575v2,,,
794,,,,,"Ilja Manakov, Markus Rohm, Christoph Kern, Benedikt Schworm, Karsten Kortuem, Volker Tresp",Noise as Domain Shift: Denoising Medical Images by Unpaired Image Translation,abstract,https://arxiv.org/abs/1910.02702v1,,,
795,,,,,"Moritz Hoffmann, Frank Noé",Generating valid Euclidean distance matrices,abstract,https://arxiv.org/abs/1910.03131v1,,,
796,,,,,"Manuel Serra Nunes, Atabak Dehban, Plinio Moreno, José Santos-Victor",Action-conditioned Benchmarking of Robotic Video Prediction Models: a Comparative Study,abstract,https://arxiv.org/abs/1910.02564v1,,,
797,,,,,"Jiunn-Kai Huang, Jessy W. Grizzle",Improvements to Target-Based 3D LiDAR to Camera Calibration,abstract,https://arxiv.org/abs/1910.03126v1,,,
798,,,,,"Marcella Cornia, Lorenzo Baraldi, Rita Cucchiara",SMArT: Training Shallow Memory-aware Transformers for Robotic Explainability,abstract,https://arxiv.org/abs/1910.02974v1,,,
799,,,,,Josh Payne,Deep Hyperedges: a Framework for Transductive and Inductive Learning on Hypergraphs,abstract,https://arxiv.org/abs/1910.02633v1,,,
800,,,,,"Jonas Schmitt, Sebastian Kuckuk, Harald Köstler",Optimizing Geometric Multigrid Methods with Evolutionary Computation,abstract,https://arxiv.org/abs/1910.02749v2,,,
801,,,,,"Wei Ma, Sean Qian",High-Resolution Traffic Sensing with Autonomous Vehicles,abstract,https://arxiv.org/abs/1910.02376v1,,,
802,,,,,"Tomasz Stanislawek, Anna Wróblewska, Alicja Wójcika, Daniel Ziembicki, Przemyslaw Biecek",Named Entity Recognition -- Is there a glass ceiling?,abstract,https://arxiv.org/abs/1910.02403v1,,,
803,,,,,"Jannik Kossen, Karl Stelzner, Marcel Hussing, Claas Voelcker, Kristian Kersting",Structured Object-Aware Physics Prediction for Video Modeling and Planning,abstract,https://arxiv.org/abs/1910.02425v1,,,
804,,,,,"Thi-Vinh Ngo, Thanh-Le Ha, Phuong-Thai Nguyen, Le-Minh Nguyen",How Transformer Revitalizes Character-based Neural Machine Translation: An Investigation on Japanese-Vietnamese Translation Systems,abstract,https://arxiv.org/abs/1910.02238v2,,,
805,,,,,"Nguyen Vo, Kyumin Lee",Learning from Fact-checkers: Analysis and Generation of Fact-checking Language,abstract,https://arxiv.org/abs/1910.02202v1,,,
806,,,,,"Vikas Raunak, Vaibhav Kumar, Vivek Gupta, Florian Metze",Dilated Convolutional Neural Networks for Sequential Manifold-valued Data,abstract,https://arxiv.org/abs/1910.02206,,,
